school,readingachieve,readingchange,writingachieve,writingchange,mathachieve,mathchange
88609,0.77,-12,0.8,-10,0.64,-10
118583,0.59,-1,0.41,-6,0.45,-15
120715,0.62,-16,0.58,-12,0.54,-7
135135,0.69,19,0.5,-10,0.44,4
148660,0.83,1,0.86,8,0.6,-12
587281,1.0,32,0.71,24,0.76,13
185841,0.88,15,0.9,29,0.67,16
185833,1.0,0,0.93,-7,0.8,-20
226661,0.5,-30,0.35,-35,0.35,0
230693,0.86,-11,0.91,-9,0.64,-19
237329,0.75,-19,0.8,-8,0.7,1
243175,0.62,-3,0.29,-18,0.25,-16
247197,0.68,0,0.65,2,0.57,-4
255394,0.68,26,0.68,19,0.45,32
275131,0.67,-19,0.57,-29,0.5,-18
297127,0.57,-11,0.51,-20,0.35,-21
297380,0.92,7,0.92,12,0.8,5
619787,0.59,7,0.65,21,0.56,-3
305510,0.86,0,0.81,4,0.81,26
308307,0.11,-28,0.06,-28,0.23,-1
319872,0.44,0,0.39,-17,0.44,5
356026,0.88,8,0.84,2,0.71,-1
361895,0.72,22,0.78,28,0.44,12
265640,0.68,4,0.46,-16,0.39,17
432918,0.62,-5,0.66,-1,0.53,-2
462748,0.65,1,0.62,4,0.21,-27
462870,0.64,0,0.48,-13,0.52,6
463000,0.53,14,0.68,25,0.42,-8
486922,0.8,-10,0.3,-55,0.5,-40
491080,0.7,3,0.52,-13,0.48,-11
516074,0.53,-12,0.32,-26,0.36,-11
548707,0.36,-18,0.29,-32,0.29,-10
551147,1.0,33,0.85,2,0.77,27
556602,0.73,-20,0.85,-10,0.7,-23
572853,0.72,16,0.67,-14,0.46,-5
580007,0.85,-15,0.9,-10,0.6,-27
604054,0.75,13,0.92,30,0.75,21
615757,0.38,-14,0.35,-17,0.27,-11
625221,1.0,25,0.93,-7,0.64,14
258016,0.6,-14,0.73,-7,0.4,-3
18791,0.73,-9,0.51,-25,0.45,-20
33235,0.7,8,0.51,-3,0.41,3
34959,0.61,-21,0.54,-24,0.5,-14
88471,0.85,1,0.76,-8,0.51,-22
90158,0.67,26,0.7,-3,0.44,3
92371,0.75,-8,0.65,-18,0.4,-10
99260,0.92,30,1.0,46,0.75,52
226482,0.81,11,0.68,15,0.58,6
170895,0.74,-7,0.81,13,0.65,6
191027,0.52,-1,0.31,-2,0.28,6
601342,0.5,-5,0.35,-29,0.3,-6
245909,0.83,18,0.66,-11,0.55,3
281786,0.7,-3,0.71,8,0.48,-4
514721,0.76,33,0.41,-16,0.35,16
447790,0.7,7,0.2,-38,0.3,-2
306037,0.81,-12,0.72,-21,0.65,-6
321567,0.71,29,0.67,21,0.46,0
322997,0.56,7,0.44,6,0.42,8
344149,0.48,32,0.34,9,0.25,18
403040,0.46,20,0.35,18,0.27,18
415421,0.58,22,0.35,-20,0.32,5
441589,0.88,28,0.76,19,0.64,11
449873,0.55,-2,0.34,-15,0.39,-1
453129,0.6,4,0.3,-20,0.5,-6
467553,0.88,2,0.69,-14,0.65,-26
483419,0.52,-21,0.19,-31,0.14,-41
483540,0.68,10,0.55,1,0.48,12
505099,0.5,-30,0.58,-15,0.42,-18
240828,0.7,0,0.56,-19,0.47,-20
538922,0.35,-39,0.41,-29,0.24,-19
544779,0.85,-2,0.85,-2,0.62,-5
551376,0.45,20,0.45,10,0.26,16
562289,0.77,2,0.83,-7,0.6,-15
263320,0.43,-19,0.21,-41,0.21,2
591270,0.68,3,0.68,14,0.6,23
615625,0.62,-27,0.24,-62,0.33,-46
688061,0.55,13,0.4,-2,0.55,22
690406,0.74,5,0.74,5,0.58,23
716294,0.62,8,0.56,-6,0.38,-8
704237,0.75,-10,0.5,-27,0.55,-14
718874,0.62,3,0.48,-40,0.52,-13
723673,0.75,-5,0.85,-4,0.58,-4
868698,0.67,19,0.73,25,0.52,0
737593,0.74,-13,0.77,-23,0.68,-5
741884,0.42,-27,0.31,-5,0.36,-11
745138,0.78,9,0.78,0,0.72,3
762814,0.79,12,0.82,15,0.56,0
771139,0.44,-13,0.64,2,0.32,-1
772615,0.77,17,0.48,-6,0.42,-5
777633,0.46,17,0.27,3,0.23,-6
781266,0.87,12,0.83,14,0.82,15
782440,0.73,19,0.53,-1,0.6,6
785911,0.59,5,0.52,6,0.59,21
790583,0.48,-16,0.41,-26,0.39,-9
794279,0.86,-2,0.91,7,0.77,11
815594,0.83,8,0.77,9,0.6,15
816116,0.67,13,0.58,4,0.58,22
816027,0.85,22,0.79,16,0.55,-13
822590,0.7,-10,0.57,-21,0.48,-15
823139,0.74,-6,0.82,-4,0.56,-9
823910,0.72,-3,0.64,-27,0.68,-13
824437,0.61,-8,0.56,-6,0.5,25
832758,0.59,-6,0.59,11,0.38,-23
835129,0.9,27,0.94,9,0.71,-7
836915,0.78,14,0.72,-8,0.83,35
838608,0.87,13,0.87,18,0.64,-5
841463,0.85,-10,0.88,-12,0.67,-15
847186,0.76,5,0.7,13,0.45,-17
850179,0.55,-13,0.38,-20,0.38,-4
729140,0.79,-8,0.67,-20,0.7,5
855898,0.64,22,0.6,2,0.2,-12
857840,0.56,15,0.44,-15,0.33,1
874085,0.58,-2,0.47,0,0.46,-11
806137,0.98,15,0.89,23,0.93,10
690066,0.92,9,0.88,2,0.75,-4
798986,0.71,-14,0.89,8,0.61,9
371742,0.42,11,0.42,27,0.21,13
372005,0.59,33,0.56,34,0.3,11
266063,0.76,9,0.49,-2,0.47,-5
156728,0.81,5,0.62,3,0.19,-40
156981,0.29,-52,0.29,-46,0.0,-81
190411,0.55,12,0.6,10,0.3,1
196169,0.8,-5,0.68,-25,0.56,-14
271128,0.77,13,0.86,54,0.59,-2
505820,0.81,2,0.54,-4,0.46,-12
348732,0.54,-19,0.69,14,0.0,-36
351202,0.68,8,0.84,64,0.63,43
400475,0.8,4,0.73,20,0.67,2
420428,0.59,2,0.45,-12,0.16,-20
514187,0.69,16,0.56,-13,0.44,22
523712,0.89,26,0.84,21,0.68,15
385263,0.92,12,0.75,-15,0.25,-45
542172,0.65,3,0.4,-6,0.35,-3
543993,0.52,-15,0.54,-18,0.25,1
577537,0.8,-1,0.64,-13,0.54,-14
536326,0.47,-1,0.3,-8,0.23,-5
317124,0.68,8,0.6,0,0.19,-21
686042,0.81,0,0.72,-17,0.47,-11
688320,0.75,-13,0.69,-6,0.56,-13
693910,0.69,-4,0.67,-17,0.34,-2
706655,0.95,12,0.89,6,0.79,-17
718092,0.67,-22,0.79,-8,0.55,-8
728098,0.67,-13,0.71,-9,0.34,-21
730831,0.83,-10,0.83,-14,0.71,-12
737720,0.74,-8,0.95,1,0.48,-27
742155,0.89,-1,0.87,-9,0.76,-9
694304,0.91,10,0.88,7,0.72,-12
749427,0.81,-7,0.85,-5,0.58,16
758264,0.54,-25,0.58,-24,0.42,-32
766453,0.86,4,0.89,3,0.75,-14
766712,0.82,-2,0.85,-6,0.73,4
768928,0.74,7,0.74,-7,0.42,-15
770353,0.91,2,0.82,-7,0.73,-16
770612,1.0,8,1.0,8,0.79,-6
773344,0.53,-33,0.67,-31,0.47,-22
775550,0.4,-3,0.2,-16,0.25,4
719390,0.66,6,0.66,7,0.43,20
783749,0.62,-12,0.5,-28,0.5,-6
786349,0.6,4,0.47,-25,0.8,36
787906,0.85,-15,0.92,-4,0.77,-12
793752,0.87,13,0.8,-3,0.73,25
744743,0.67,-19,0.78,-1,0.5,-14
799211,0.77,-14,0.68,-23,0.68,0
715166,0.41,-2,0.41,-26,0.32,-6
803766,0.85,6,0.79,-14,0.59,-11
694177,0.91,14,0.8,-7,0.83,8
808709,0.71,-25,0.67,-29,0.46,-31
809098,0.79,8,0.64,-22,0.36,-14
816892,0.65,-3,0.65,-3,0.47,-14
823112,0.84,14,0.71,1,0.71,3
823783,0.84,7,0.75,-6,0.61,-11
826120,0.74,-2,0.63,-23,0.26,-36
827819,0.47,-53,0.4,-32,0.13,-87
832880,0.93,-7,1.0,4,0.86,-3
836001,0.75,10,0.55,-3,0.85,39
837563,0.74,3,0.74,3,0.32,-26
838993,0.65,12,0.59,-6,0.41,12
844322,0.84,7,0.76,-14,0.76,-1
846147,0.82,4,0.61,-13,0.57,-8
688784,0.83,9,0.52,-25,0.43,-15
852910,0.88,15,0.88,1,0.5,-10
744352,0.79,23,0.47,-14,0.16,-17
736465,1.0,19,0.94,1,0.76,-9
724467,0.43,-46,0.39,-45,0.57,-11
743054,0.69,-11,0.85,5,0.62,-13
748250,0.92,49,0.8,45,0.76,46
766585,0.5,-18,0.69,5,0.25,-25
797391,0.81,3,0.94,5,0.62,12
754625,0.57,-7,0.61,4,0.43,-3
810002,0.55,-6,0.48,-4,0.64,-32
815462,0.6,-2,0.6,-2,0.7,1
706027,0.62,-18,0.62,-5,0.48,-22
716537,0.4,-2,0.3,-12,0.2,-5
800902,0.61,20,0.64,5,0.43,-4
815616,0.95,14,0.79,35,0.63,7
840688,0.76,16,0.59,-1,0.41,-29
758000,0.65,12,0.37,-28,0.5,-3
813770,0.69,-7,0.71,-7,0.52,-10
839388,0.62,-7,0.46,-4,0.46,-4
688193,0.52,13,0.42,-8,0.15,-13
695963,0.8,10,0.72,-13,0.72,2
699241,0.92,2,0.94,0,0.75,-6
699896,0.73,-6,0.77,3,0.35,-33
700193,0.86,-3,0.91,-4,0.73,-1
691100,0.81,45,0.95,31,0.67,22
724530,0.78,-10,0.85,-3,0.73,-13
689971,0.64,18,0.57,7,0.46,0
760013,0.95,5,0.93,5,0.89,12
864609,0.65,-22,0.65,-26,0.47,-27
741485,0.71,2,0.57,-12,0.4,-16
711497,0.67,-12,0.5,-31,0.48,-16
718408,0.89,6,0.85,-1,0.89,1
759538,0.76,-5,0.83,-5,0.7,6
753823,0.72,-2,0.78,-1,0.72,16
707821,0.81,7,0.89,2,0.58,-7
734349,0.78,11,0.76,4,0.72,5
749168,0.63,-12,0.78,3,0.41,-1
752193,0.88,-2,0.91,15,0.56,-16
711721,0.52,-8,0.38,-28,0.31,-18
701599,0.78,-10,0.62,-34,0.53,-26
691232,0.86,6,0.93,13,0.78,6
773085,0.92,7,0.92,2,0.67,2
775290,0.72,10,0.69,0,0.48,-6
779326,0.76,3,0.75,8,0.65,0
780774,0.75,-10,0.5,-41,0.45,-13
740586,0.77,6,0.82,0,0.55,-4
784451,0.83,-4,0.87,-2,0.74,-6
785822,0.89,8,0.89,12,0.73,-4
688738,0.81,-8,0.67,-12,0.51,-15
789070,0.64,0,0.54,-8,0.41,-10
754832,0.84,6,0.82,-8,0.72,-6
702749,0.79,-1,0.79,10,0.53,-8
794406,0.89,-5,0.79,5,0.74,-4
796093,0.89,-2,0.89,-5,0.89,-5
729795,0.94,7,0.84,-10,0.78,-1
691186,0.92,2,0.87,-1,0.85,11
753246,0.92,-2,0.9,-1,0.78,-3
804126,0.79,-1,0.9,14,0.69,13
708470,0.88,1,0.88,-1,0.82,0
726036,0.86,6,0.86,3,0.69,-6
820792,0.63,8,0.58,-7,0.42,2
821195,0.74,-10,0.83,-1,0.69,-12
708267,0.82,8,0.83,11,0.59,-11
708739,0.8,-11,0.78,-7,0.51,-34
720569,0.88,20,0.76,13,0.68,-6
707694,0.82,-1,0.55,-37,0.45,-30
833010,0.48,36,0.64,37,0.4,36
835617,0.78,-3,0.67,-19,0.56,-11
688878,0.86,15,0.76,5,0.6,-4
845620,0.81,-4,0.54,-44,0.67,-12
849260,0.77,-3,0.75,-9,0.58,2
702250,0.85,-11,0.83,-15,0.64,-26
856118,0.79,-6,0.81,-8,0.71,-5
849407,0.93,-1,0.95,-2,0.79,-12
689173,0.77,-5,0.69,-10,0.64,-7
700227,0.93,1,0.96,-1,0.8,-9
702385,0.86,6,0.83,-1,0.63,-5
838912,0.93,3,0.88,-5,0.8,-9
731374,0.9,11,0.93,7,0.87,23
750271,0.61,-11,0.58,-14,0.39,-23
751375,0.6,-2,0.43,-10,0.33,-14
741680,0.76,-1,0.76,10,0.66,17
689130,0.92,4,0.92,0,0.79,-5
744065,0.82,-4,0.92,11,0.73,9
864510,0.68,15,0.79,26,0.58,26
566,0.83,5,0.8,2,0.72,2
320510,0.91,4,0.88,7,0.82,9
4626,0.81,0,0.72,-3,0.62,-5
13986,0.77,7,0.62,0,0.52,-5
20354,0.27,-19,0.23,-19,0.2,-9
119207,0.67,0,0.6,-16,0.38,-10
32271,0.58,-9,0.41,-26,0.47,3
36340,0.45,-5,0.38,-14,0.31,-11
36862,0.85,13,0.66,12,0.6,8
41670,0.65,-14,0.65,-7,0.57,1
40665,0.8,9,0.74,4,0.57,-1
55069,0.55,10,0.55,18,0.1,-27
61077,0.86,31,0.8,27,0.8,25
34452,0.77,21,0.72,21,0.51,4
63908,0.85,-1,0.69,-19,0.64,-10
84832,0.34,-38,0.4,-32,0.14,-46
86240,0.32,-2,0.32,1,0.26,6
86487,0.77,-4,0.74,0,0.57,-8
86452,0.91,7,0.73,-20,0.73,5
90182,0.62,6,0.54,6,0.29,-11
282953,0.89,-3,0.84,-3,0.7,-9
101869,0.52,26,0.42,18,0.16,5
107778,0.74,0,0.66,4,0.63,-5
121886,0.82,8,0.73,4,0.78,2
121940,0.57,11,0.57,15,0.43,-7
131504,0.87,13,0.73,5,0.57,4
139432,0.9,6,0.85,17,0.76,8
153508,0.45,-10,0.4,-5,0.2,-10
151416,0.73,31,0.61,33,0.53,15
170763,0.83,16,0.83,12,0.78,7
177008,0.92,-1,0.76,-16,0.84,4
129674,0.88,16,0.86,6,0.61,1
83456,0.83,14,0.67,-9,0.59,-7
196762,0.8,-2,0.6,-25,0.73,-3
88560,0.76,4,0.74,5,0.62,10
211583,0.64,-3,0.79,10,0.36,-8
392197,0.81,-2,0.66,-12,0.51,-11
424919,0.82,-3,0.76,0,0.59,6
62050,0.84,-4,0.86,2,0.72,0
250848,0.41,6,0.09,-6,0.18,13
419222,0.79,-5,0.84,5,0.74,27
356980,0.38,-7,0.31,-17,0.45,18
259810,0.81,5,0.85,9,0.5,-20
264628,0.91,-5,0.9,-3,0.87,0
273333,0.84,-7,0.89,3,0.8,17
287202,0.86,-3,0.74,-19,0.78,15
286168,0.59,-17,0.46,-28,0.32,-16
285455,0.7,-6,0.65,-1,0.47,-16
579722,0.73,-5,0.73,11,0.59,-11
287563,0.81,8,0.62,9,0.56,1
302759,0.97,6,0.86,1,0.8,8
452440,0.65,23,0.54,31,0.35,16
305057,0.9,22,0.84,13,0.53,-1
37699,0.78,-6,0.72,-14,0.71,5
332356,0.67,7,0.53,-4,0.45,-9
332488,0.48,-15,0.35,-36,0.28,-23
332615,0.68,-25,0.45,-32,0.47,-20
129690,0.79,3,0.81,9,0.65,15
345903,0.76,4,0.61,-6,0.59,10
356409,0.63,-4,0.55,-9,0.45,-4
423874,0.59,-4,0.32,-38,0.41,-18
382272,0.81,-3,0.72,-9,0.69,-17
407232,0.92,14,0.92,27,0.77,3
419389,0.52,-7,0.28,-13,0.24,-13
424650,0.89,19,0.76,0,0.79,38
444936,0.68,23,0.65,17,0.47,24
448834,0.75,11,0.64,5,0.56,-3
463523,0.58,25,0.53,23,0.32,17
465089,0.32,-39,0.28,-8,0.22,-14
480428,0.55,-6,0.34,-18,0.34,-14
483150,0.83,1,0.9,2,0.55,-16
487180,0.48,-16,0.41,-23,0.31,-14
121690,0.61,-7,0.59,-14,0.52,-5
487317,0.68,47,0.56,51,0.16,5
487384,0.64,-11,0.42,-31,0.47,-9
319937,0.62,-5,0.5,-10,0.37,-13
60925,0.91,10,0.89,7,0.69,-5
488356,0.91,-4,0.79,-12,0.88,16
489360,0.95,5,0.91,1,0.77,-13
474444,0.52,-6,0.41,-20,0.43,8
506168,0.81,11,0.5,-24,0.31,-26
516694,0.9,8,0.77,9,0.73,6
204901,0.7,-16,0.52,-29,0.62,-11
310646,0.95,1,0.94,11,0.87,4
565750,0.9,4,0.74,-5,0.67,-5
537624,0.82,7,0.81,14,0.71,9
595012,0.91,16,0.88,6,0.68,7
330043,0.75,24,0.64,15,0.59,17
383260,0.8,4,0.8,4,0.72,11
577405,0.8,1,0.74,-2,0.74,1
578576,0.41,-7,0.35,-3,0.35,2
579297,0.93,11,0.87,2,0.84,7
579351,0.65,34,0.48,19,0.35,12
61972,0.9,12,0.73,5,0.75,22
624500,0.95,14,0.92,26,0.7,9
619523,0.88,0,0.74,-23,0.8,-8
624330,0.46,1,0.31,-14,0.23,5
4880,0.66,-8,0.59,-15,0.44,-20
13463,0.54,-18,0.57,-15,0.4,-17
57274,0.65,-12,0.55,-22,0.53,-15
74438,0.92,34,0.77,-15,0.69,27
21369,0.59,2,0.49,-8,0.41,-13
102016,0.74,-10,0.72,-11,0.6,-4
503560,0.82,12,0.72,-3,0.61,-1
32280,0.78,-3,0.71,-4,0.71,-4
40762,0.65,12,0.65,23,0.48,1
89058,0.81,13,0.69,-3,0.63,7
49450,0.61,9,0.63,6,0.39,-13
57347,0.68,10,0.58,-2,0.53,5
250350,0.67,10,0.62,9,0.52,13
61107,0.63,1,0.63,-6,0.44,-6
198811,0.77,-6,0.83,-1,0.59,-6
63550,0.86,-4,0.8,-13,0.8,-6
66532,0.79,0,0.68,-24,0.5,-10
71188,0.89,-4,0.91,-2,0.72,-10
71781,0.69,8,0.61,4,0.51,-4
74047,0.91,16,0.78,-5,0.81,14
74179,0.9,17,0.8,11,0.65,7
27655,0.78,-3,0.77,-9,0.55,-17
97098,0.63,-11,0.46,-28,0.41,-25
33387,0.82,11,0.71,-2,0.57,6
74373,0.79,2,0.75,2,0.67,-2
88340,0.84,0,0.8,1,0.81,5
88935,0.71,2,0.67,-3,0.62,2
89028,0.66,-2,0.55,-10,0.43,-10
80741,0.65,-14,0.67,-9,0.51,-6
107735,0.81,0,0.76,-3,0.66,-5
267840,0.87,2,0.89,4,0.79,1
59404,0.8,2,0.65,-16,0.56,-14
108626,0.58,-6,0.59,-3,0.41,-3
111228,0.62,-21,0.62,-21,0.54,-13
111872,0.58,-12,0.7,2,0.42,-7
237787,0.57,-6,0.61,-5,0.42,-7
122815,0.82,19,0.67,9,0.51,-3
96327,0.66,1,0.56,-1,0.53,-1
123145,0.79,-15,0.45,-52,0.48,-26
124869,0.84,-3,0.82,-7,0.71,-9
35007,0.54,-30,0.6,-19,0.54,1
127515,0.87,-2,0.87,4,0.76,1
254568,0.74,1,0.81,9,0.53,-2
140864,0.56,-20,0.62,-16,0.49,-17
186040,0.66,-7,0.61,-12,0.57,5
142832,0.77,-3,0.61,-23,0.48,-18
603791,0.67,1,0.65,-11,0.53,-21
195640,0.74,-18,0.83,-5,0.74,-6
163449,0.75,10,0.74,5,0.67,27
165620,0.63,-10,0.51,-22,0.49,-9
166936,0.76,-10,0.79,-8,0.65,-2
426375,0.84,8,0.71,-2,0.7,3
173479,0.74,-2,0.85,5,0.71,-2
174920,0.81,13,0.62,-11,0.65,8
185850,0.73,15,0.63,5,0.47,1
588552,0.8,2,0.68,-10,0.5,0
192864,0.65,-1,0.6,0,0.47,-13
193070,0.81,8,0.84,21,0.77,10
194093,0.65,-8,0.62,-10,0.53,-1
199362,0.71,3,0.76,14,0.64,4
201073,0.71,7,0.64,5,0.46,2
201316,0.8,-2,0.7,-16,0.7,-1
201413,0.64,-22,0.62,-15,0.55,-18
210455,0.73,10,0.71,4,0.44,7
218731,0.71,18,0.8,27,0.46,13
221538,0.46,-17,0.44,-40,0.44,-19
228940,0.75,-7,0.7,-12,0.7,0
230774,0.92,18,0.81,2,0.69,16
243426,0.69,-5,0.56,-21,0.38,-1
253464,0.82,6,0.67,-2,0.39,-8
250716,0.86,16,0.79,4,0.93,43
252530,0.78,7,0.69,12,0.41,-16
253448,0.84,7,0.71,2,0.54,1
118827,0.78,-9,0.74,-9,0.57,-6
254550,0.63,-15,0.56,-12,0.44,-13
258148,0.68,-2,0.59,-17,0.45,6
259322,0.71,8,0.5,-8,0.6,20
263397,0.65,-5,0.57,-21,0.39,-18
273260,0.59,-3,0.54,4,0.35,-20
274763,0.78,-22,0.7,-16,0.65,-21
595134,0.86,-6,0.86,-1,0.66,-14
5797,0.79,-3,0.74,-2,0.65,14
587234,0.78,-5,0.72,-18,0.65,-15
309432,0.86,-3,0.78,3,0.57,-17
185731,0.75,-9,0.65,-23,0.6,-10
282375,0.81,-9,0.83,-9,0.6,-11
289582,0.88,-8,0.75,-18,0.71,-18
291986,0.63,-16,0.59,-12,0.49,-9
297682,0.71,-4,0.7,0,0.54,0
307548,0.83,1,0.83,-5,0.67,5
308455,0.77,10,0.69,-1,0.6,4
311960,0.8,-9,0.78,-9,0.72,-3
499344,0.71,-6,0.69,-8,0.6,-10
321958,0.95,5,0.87,4,0.84,14
328324,0.53,7,0.53,18,0.18,-20
328448,0.58,-12,0.42,-13,0.25,-20
336467,0.46,10,0.23,-27,0.38,-5
345610,0.65,3,0.59,-3,0.35,-20
329215,0.69,6,0.64,2,0.36,-4
350192,0.63,-17,0.5,-22,0.5,-13
444522,0.83,21,0.83,14,0.64,14
351857,0.5,-12,0.23,-37,0.23,-24
605063,0.81,-9,0.84,-5,0.76,-6
356921,0.78,-4,0.74,-2,0.65,-4
364150,0.78,-5,0.74,-5,0.65,-5
365246,0.52,-9,0.48,-17,0.43,-14
366412,0.91,6,0.8,-3,0.75,1
332933,0.76,-3,0.66,3,0.52,0
419607,0.77,3,0.66,-6,0.52,-2
164342,0.83,-5,0.81,0,0.71,2
372978,0.66,-16,0.64,-24,0.43,-29
380164,0.7,10,0.59,-7,0.39,1
382647,0.69,3,0.68,7,0.5,9
212749,0.72,1,0.63,-18,0.51,-8
411655,0.78,-3,0.62,-2,0.48,-10
414395,0.33,3,0.4,10,0.33,3
612932,0.86,6,0.78,-1,0.71,-4
427667,0.88,6,0.82,0,0.68,-10
429465,0.73,-2,0.47,-34,0.67,-2
431966,0.86,2,0.86,0,0.68,-12
436097,0.66,1,0.51,-18,0.44,-4
449075,0.77,13,0.57,-7,0.49,-6
449032,0.83,-6,0.79,-8,0.73,-11
465232,0.7,-8,0.73,-7,0.56,-10
466778,0.76,7,0.61,8,0.66,13
147831,0.86,0,0.89,3,0.73,-2
476650,0.48,-17,0.46,-9,0.35,-12
239570,0.73,-3,0.65,-10,0.52,-16
484580,0.68,-3,0.56,-10,0.4,-15
484849,0.66,-16,0.63,-13,0.48,-15
486400,0.62,-14,0.35,-36,0.31,-7
487414,0.67,-8,0.63,-14,0.48,-20
561022,0.76,-4,0.71,4,0.58,1
493318,0.82,-7,0.75,-15,0.71,-4
330632,0.7,2,0.63,10,0.47,-1
494011,0.68,-13,0.59,-23,0.49,-12
501506,0.92,24,0.77,9,0.62,4
519588,0.81,-6,0.7,-11,0.58,-10
156880,0.8,-2,0.78,0,0.58,-21
509019,0.79,16,0.64,-1,0.64,10
510548,0.82,4,0.73,2,0.54,-2
519871,0.8,3,0.8,4,0.48,-21
514241,0.49,-4,0.34,-23,0.34,-23
514357,0.68,5,0.62,-1,0.5,-13
209969,0.81,5,0.71,-9,0.61,-16
516210,0.58,-1,0.52,-15,0.29,-1
516430,0.46,-2,0.54,15,0.12,-7
518042,0.69,-9,0.68,8,0.46,-10
31851,0.83,4,0.81,5,0.69,-4
626274,0.85,8,0.76,-7,0.76,-1
527971,0.8,6,0.78,14,0.69,8
528137,0.88,9,0.71,-4,0.69,6
24650,0.75,-8,0.86,-6,0.62,-10
550620,0.89,2,0.93,10,0.85,8
551040,0.8,-4,0.73,-8,0.47,-10
552399,0.79,-1,0.74,0,0.56,2
168221,0.7,-11,0.58,-22,0.54,-9
552887,0.51,-16,0.42,-31,0.37,-16
561037,0.79,-1,0.77,6,0.65,7
561045,0.59,-16,0.65,-10,0.5,-17
578835,0.9,-1,0.82,-9,0.78,0
107284,0.79,-2,0.71,-7,0.58,-12
598720,0.9,11,0.88,12,0.71,19
600091,0.65,0,0.65,-3,0.57,8
604780,0.81,2,0.73,0,0.62,-1
605093,0.9,-1,0.87,-5,0.74,-11
618063,0.51,-20,0.41,-29,0.33,-20
619981,0.76,0,0.75,-4,0.55,-1
439738,0.68,5,0.76,2,0.64,16
706299,0.72,0,0.58,-20,0.55,-12
737970,0.87,11,0.75,0,0.62,5
721344,0.92,-1,0.83,-10,0.62,-11
731358,0.88,-6,0.96,2,0.5,-12
730688,0.88,6,0.72,-6,0.64,-3
832146,0.95,19,0.79,7,0.47,-22
767751,0.52,-5,0.52,-19,0.19,-13
771783,0.74,9,0.75,24,0.53,6
774383,0.53,-19,0.31,-46,0.44,0
781304,0.83,-1,0.77,4,0.45,-19
786667,0.55,-27,0.39,-45,0.42,-24
788147,0.56,-20,0.55,-9,0.43,-6
850977,0.58,-18,0.47,-23,0.42,-19
804932,0.77,2,0.77,6,0.51,-11
751383,0.94,44,0.69,27,0.56,25
704318,0.88,10,0.83,0,0.75,14
741620,0.59,21,0.5,6,0.18,-20
809535,0.64,-13,0.58,-32,0.38,-27
705870,0.77,17,0.54,7,0.46,6
706000,0.69,-3,0.67,-17,0.64,-8
825654,0.89,33,0.8,27,0.6,19
828858,0.58,-21,0.65,-18,0.46,-30
830020,0.5,-25,0.42,-41,0.42,-16
829242,0.74,3,0.74,13,0.32,-13
733253,0.75,-11,0.75,-11,0.58,-21
840165,0.56,-11,0.4,-14,0.6,31
841498,0.81,-16,0.93,3,0.67,-19
842893,0.91,11,0.82,-11,0.45,5
843024,0.97,30,0.92,13,0.75,11
851477,0.74,4,0.7,-4,0.7,5
417580,0.21,21,0.14,14,0.14,14
185930,0.76,21,0.8,39,0.64,5
2283,0.5,6,0.25,-19,0.46,13
9563,0.88,-5,0.78,7,0.47,-28
11550,1.0,4,0.97,-3,0.78,-10
26590,0.69,-7,0.77,1,0.54,-5
84310,0.73,21,0.92,35,0.58,10
85618,0.72,-12,0.83,-1,0.78,10
101478,0.79,0,0.79,5,0.57,-6
105635,0.64,3,0.48,12,0.52,7
107719,0.51,5,0.56,-3,0.26,-33
122920,0.39,-5,0.44,-6,0.22,-3
131008,0.52,-16,0.5,-32,0.34,-7
4502,0.89,3,0.89,3,0.89,13
308439,0.53,21,0.32,-4,0.16,-20
145807,0.92,25,0.83,8,0.75,17
314676,0.9,9,0.68,-10,0.77,15
328197,0.87,5,0.87,-1,0.73,0
237582,1.0,29,0.94,23,0.94,51
410918,0.65,18,0.55,17,0.55,25
456632,0.38,-22,0.38,-41,0.31,-27
464309,0.62,-13,0.62,-13,0.5,-10
468070,0.93,1,0.92,1,0.78,-14
479403,0.61,20,0.45,10,0.42,15
569992,0.6,-2,0.4,-42,0.4,-13
314935,0.68,13,0.7,4,0.34,-3
97209,0.46,-15,0.62,1,0.46,-4
141518,0.71,-2,0.79,6,0.68,11
280747,0.71,-15,0.63,-13,0.53,-4
500445,0.67,3,0.33,-22,0.67,8
487830,0.66,-4,0.57,-17,0.5,-14
540005,0.9,15,1.0,25,1.0,17
695211,0.77,12,0.69,-19,0.62,-9
742147,0.86,0,0.86,-6,0.86,5
745910,0.77,-12,0.77,-6,0.55,-20
748129,0.88,21,0.79,5,0.71,4
769185,0.92,-1,0.67,-33,0.5,-36
774251,0.75,50,0.75,17,0.69,11
753580,0.91,6,0.94,0,0.85,6
798568,0.7,-3,0.6,-31,0.3,-25
802980,0.8,36,0.75,44,0.6,16
806234,0.9,-4,0.81,-6,0.79,8
829501,0.76,-19,0.69,-31,0.41,-59
856410,0.89,-11,0.86,-14,0.57,-38
724076,0.97,-1,1.0,0,0.9,-5
18830,0.54,-24,0.46,-28,0.46,-21
2305,0.89,19,0.89,4,0.84,4
37648,0.71,-13,0.41,-43,0.53,-26
93157,0.38,-22,0.44,-16,0.25,-55
100757,0.71,11,0.81,14,0.58,-5
113956,0.92,7,0.85,-9,0.77,1
167380,0.68,-11,0.81,9,0.57,2
253472,0.66,-4,0.6,-10,0.57,-6
256307,0.75,8,0.62,13,0.58,12
