schoolID,phoneNum,name,type,level,language,boardID,city,postCode
34762,705-424-9992,Baxter Central Public School,Public,Elementary,English,B66109,Egbert,L0L1N0
37125,705-526-4208,Bayview Public School,Public,Elementary,English,B66109,Midland,L4R1C9
894060,705-725-7712,Bear Creek Secondary School,Public,Secondary,English,B66109,Barrie,L4N9M5
32298,705-429-2551,Birchview Dunes Elementary School,Public,Elementary,English,B66109,Wasaga Beach,L9Z2W6
28130,705-435-4639,Boyne River Public School,Public,Elementary,English,B66109,Alliston,L9R0E7
899701,905-775-4432,Bradford Campus,Public,Secondary,English,B66109,BRADFORD,L3Z2B7
895792,905-775-2262,Bradford District High School,Public,Secondary,English,B66109,Bradford,L3Z3B9
60445,705-484-5711,Brechin Public School,Public,Elementary,English,B66109,Brechin,L0K1B0
71960,705-428-2245,Byng Public School,Public,Elementary,English,B66109,Stayner,L0M1S0
80268,705-445-2902,Cameron Street Public School,Public,Elementary,English,B66109,Collingwood,L9Y2J4
456756,905-778-4323,Chris Hadfield Public School,Public,Elementary,English,B66109,Bradford,L3Z0B9
111465,705-428-2907,Clearview Meadows Elementary School,Public,Elementary,English,B66109,Stayner,L0M1S0
114472,705-728-3084,Codrington Public School,Public,Elementary,English,B66109,Barrie,L4M1S4
116815,705-686-7780,Coldwater Public School,Public,Elementary,English,B66109,Coldwater,L0K1E0
902915,705-445-9019,Collingwood Campus,Public,Secondary,English,B66109,Collingwood,L9Y1M6
902551,705-445-3161,Collingwood Collegiate Institute,Public,Secondary,English,B66109,Collingwood,L9Y2J2
383708,705-445-1241,Connaught Public School,Public,Elementary,English,B66109,Collingwood,L9Y3W2
185973,705-458-4461,Cookstown Central Public School,Public,Elementary,English,B66109,Cookstown,L0L1L0
125482,705-325-9311,Couchiching Heights Public School,Public,Elementary,English,B66109,ORILLIA,L3V4P7
130893,705-728-9658,Cundles Heights Public School,Public,Elementary,English,B66109,Barrie,L4M2Z7
160172,705-487-2047,East Oro Public School,Public,Elementary,English,B66109,Hawkestone,L0L1T0
907383,705-728-1321,Eastview Secondary School,Public,Secondary,English,B66109,Barrie,L4M5S1
908274,705-322-2201,Elmvale District High School,Public,Secondary,English,B66109,Elmvale,L0L1P0
402811,705-322-2201,Elmvale District High School 7-8,Public,Elementary,English,B66109,Elmvale,L0L1P0
181323,705-728-5401,Emma King Elementary School,Public,Elementary,English,B66109,Barrie,L4N7C7
181757,705-435-0676,Ernest Cumberland Elementary School,Public,Elementary,English,B66109,Alliston,L9R1A5
195812,705-733-5636,Ferndale Woods Elementary School,Public,Elementary,English,B66109,Barrie,L4N8A1
384550,905-778-2010,Fieldcrest Elementary School,Public,Elementary,English,B66109,Bradford,L3Z2B5
201464,705-721-8300,Forest Hill Public School,Public,Elementary,English,B66109,Midhurst,L0L1X0
73065,905-775-4821,Fred C Cook Public School,Public,Elementary,English,B66109,Bradford,L3Z1L9
928151,705-526-7817,Georgian Bay District Secondary School,Public,Secondary,English,B66109,Midland,L4R1X8
221740,705-436-3600,Goodfellow Public School,Public,Elementary,English,B66109,Innisfil,L9S1A6
233480,705-487-2532,Guthrie Public School,Public,Elementary,English,B66109,Oro-Medonte,L0L2E0
244996,705-325-9388,Harriett Todd Public School,Public,Elementary,English,B66109,Orillia,L3V2V1
485183,,Hewitt's Creek Public School,Public,Elementary,English,B66109,Barrie,L4N0J9
257346,705-728-5246,Hillcrest Public School,Public,Elementary,English,B66109,Barrie,L4N1V5
595047,705-835-2108,Hillsdale Elementary School,Public,Elementary,English,B66109,Hillsdale,L0L1V0
263079,705-733-2633,Holly Meadows Elementary School,Public,Elementary,English,B66109,Barrie,L4N9N7
595861,905-775-3031,Hon Earl Rowe Public School,Public,Elementary,English,B66109,Bradford,L3Z2A5
273988,705-526-5300,Huron Park Public School,Public,Elementary,English,B66109,Midland,L4R2M2
274542,705-322-1101,Huronia Centennial Public School,Public,Elementary,English,B66109,Elmvale,L0L1P0
225946,705-792-2140,Hyde Park Public School,Public,Elementary,English,B66109,Barrie,L4M7J3
918253,705-726-2552,Innisdale Secondary School,Public,Secondary,English,B66109,Barrie,L4N4K8
275670,705-456-2534,Innisfil Central Public School,Public,Elementary,English,B66109,Lefroy,L0L1W0
124761,705-549-8381,James Keating Public School,Public,Elementary,English,B66109,Penetanguishene,L9M1B2
285684,705-728-9251,Johnson Street Public School,Public,Elementary,English,B66109,Barrie,L4M4R4
311251,705-456-2630,Killarney Beach Public School,Public,Elementary,English,B66109,Lefroy,L0L1W0
34808,705-431-0668,Lake Simcoe Public School,Public,Elementary,English,B66109,Innisfil,L9S2A6
87934,705-325-5031,Lions Oval Public School,Public,Elementary,English,B66109,ORILLIA,L3V3N6
334820,705-728-5201,Maple Grove Public School,Public,Elementary,English,B66109,Barrie,L4M2P9
336289,705-725-7980,Mapleview Heights Elementary School,Public,Elementary,English,B66109,Barrie,L4N9S9
337862,705-326-7652,Marchmont Public School,Public,Elementary,English,B66109,ORILLIA,L3V6H2
366544,705-728-1944,Minesing Central Public School,Public,Elementary,English,B66109,Minesing,L9X1J2
378089,705-445-1501,Mountain View Public School,Public,Elementary,English,B66109,Collingwood,L9Y3H1
466951,705-526-2091,Mundy's Bay Elementary Public School,Public,Elementary,English,B66109,MIDLAND,L4R3Y4
927724,705-431-5950,Nantyr Shores Secondary School,Public,Secondary,English,B66109,Innisfil,L9S4X5
384259,705-424-0991,New Lowell Central Public School,Public,Elementary,English,B66109,New Lowell,L0M1N0
931727,705-549-1890,North Simcoe Campus,Public,Secondary,English,B66109,Penetanguishene,L9M1J3
412430,705-445-1827,Nottawa Elementary School,Public,Elementary,English,B66109,Collingwood,L0M1P0
902636,705-424-5030,Nottawasaga Pines Secondary School,Public,Secondary,English,B66109,Angus,L0M1B1
412570,705-466-2624,Nottawasaga and Creemore Public School,Public,Elementary,English,B66109,Creemore,L0M1G0
414123,705-728-3307,Oakley Park Public School,Public,Elementary,English,B66109,Barrie,L4M3R8
419346,705-325-7772,Orchard Park Elementary School,Public,Elementary,English,B66109,Orillia,L3V3T4
902276,705-325-9279,Orillia Campus,Public,Secondary,English,B66109,ORILLIA,L3V7N6
968729,705-329-4537,Orillia Secondary School,Public,Secondary,English,B66109,Orillia,L3V7S5
122092,705-424-3317,Pine River Elementary School,Public,Elementary,English,B66109,Angus,L0M1B3
451649,705-728-1302,Portage View Public School,Public,Elementary,English,B66109,Barrie,L4N1P5
472360,705-689-2031,Rama Central Public School,Public,Elementary,English,B66109,Washago,L0K2B0
480037,705-326-7481,Regent Park Public School,Public,Elementary,English,B66109,Orillia,L3V4E2
636037,705-689-5001,Severn Shores Public School,Public,Elementary,English,B66109,Orillia,L3V6H3
507946,705-722-0900,Shanty Bay Public School,Public,Elementary,English,B66109,Shanty Bay,L0L2L0
917231,705-728-7601,Simcoe Shores Secondary School,Public,Secondary,English,B66109,Barrie,L4N0W5
595993,905-775-2922,Sir William Osler Public School,Public,Elementary,English,B66109,Bradford,L3Z3K4
945196,705-428-2639,Stayner Collegiate Institute,Public,Secondary,English,B66109,Stayner,L0M1S0
110418,705-428-2639,Stayner Collegiate Institute 7-8,Public,Elementary,English,B66109,Stayner,L0M1S0
535281,705-728-9292,Steele Street Public School,Public,Elementary,English,B66109,Barrie,L4M2E7
543438,705-436-1100,Sunnybrae Public School,Public,Elementary,English,B66109,Stroud,L9S1A8
574287,705-534-3101,Tay Shores Public School,Public,Elementary,English,B66109,Victoria Harbour,L0K2A0
40509,905-729-2631,Tecumseth Beeton Elementary School,Public,Elementary,English,B66109,Beeton,L0G1A0
521248,905-936-3711,Tecumseth South Central Public School,Public,Elementary,English,B66109,TOTTENHAM,L0G1W0
551090,705-727-4267,Terry Fox Elementary School,Public,Elementary,English,B66109,BARRIE,L4M6X9
557897,705-435-6023,Tosorontio Central Public School,Public,Elementary,English,B66109,Everett,L0M1J0
559075,905-936-4951,Tottenham Public School,Public,Elementary,English,B66109,Tottenham,L0G1W0
547123,705-792-7766,Trillium Woods Elementary Public School,Public,Elementary,English,B66109,Barrie,L4N0Z1
948870,705-325-1318,Twin Lakes Secondary School,Public,Secondary,English,B66109,Orillia,L3V2P5
337030,705-326-4332,Uptergrove Public School,Public,Elementary,English,B66109,Ramara,L3V8C3
579190,705-725-7970,W. C. Little Elementary School,Public,Elementary,English,B66109,Barrie,L4N9M9
585599,905-775-9691,W. H. Day Elementary School,Public,Elementary,English,B66109,Bradford,L3Z2V4
580520,705-728-9591,W. R. Best Memorial Public School,Public,Elementary,English,B66109,SHANTY BAY,L0L2L0
357316,705-325-6711,Warminster Elementary School,Public,Elementary,English,B66109,Warminster,L0K2G0
586846,705-722-3000,Warnica Public School,Public,Elementary,English,B66109,Barrie,L4N3Z2
594970,705-725-8229,West Bayfield Elementary School,Public,Elementary,English,B66109,Barrie,L4N7J4
612405,705-728-3937,Willow Landing Elementary School,Public,Elementary,English,B66109,Barrie,L4N8A8
429619,705-429-2552,Worsley Elementary School,Public,Elementary,English,B66109,Wasaga Beach,L9Z1Z9
622028,705-322-2734,Wyevale Central Public School,Public,Elementary,English,B66109,Wyevale,L0L2T0
693634,705-549-1877,Canadian Martyrs Catholic School,Catholic,Elementary,English,B67091,Penetanguishene,L9M1N6
706930,905-936-3364,Father F X O'Reilly School,Catholic,Elementary,English,B67091,Tottenham,L0G1W0
729663,705-484-5940,Foley Catholic School,Catholic,Elementary,English,B67091,Brechin,L0K1B0
720518,705-431-2935,Holy Cross Catholic School,Catholic,Elementary,English,B67091,Innisfil,L9S1A7
716413,705-435-3989,Holy Family School,Catholic,Elementary,English,B67091,Alliston,L9R1B9
711098,905-775-4841,Holy Trinity Catholic High School,Catholic,Secondary,English,B67091,Bradford,L3Z2B3
732303,705-526-2831,Monsignor Castex Separate School,Catholic,Elementary,English,B67091,Midland,L4R4Z6
732311,705-737-2812,Monsignor Clair Separate School,Catholic,Elementary,English,B67091,Barrie,L4M7B5
733563,905-729-3473,Monsignor J E Ronan Catholic School,Catholic,Elementary,English,B67091,Beeton,L0G1A0
732354,705-326-3601,Monsignor Lee Separate School,Catholic,Elementary,English,B67091,Orillia,L3V2H9
733520,705-645-8759,Monsignor Michael O'Leary School,Catholic,Elementary,English,B67091,Bracebridge,P1L1Z2
737372,705-326-0979,Notre Dame Catholic School,Catholic,Elementary,English,B67091,Orillia,L3V0A8
744611,705-424-6162,Our Lady of Grace School,Catholic,Elementary,English,B67091,Angus,L0M1B2
745391,705-322-1622,Our Lady of Lourdes Separate School,Catholic,Elementary,English,B67091,Elmvale,L0L1P0
723630,705-445-2043,Our Lady of the Bay Catholic High School,Catholic,Secondary,English,B67091,Collingwood,L9Y4R1
751103,705-325-9372,Patrick Fogarty Catholic Secondary School,Catholic,Secondary,English,B67091,Orillia,L3V0Z2
756962,705-526-0107,Sacred Heart School,Catholic,Elementary,English,B67091,Midland,L4R1Y5
808007,705-722-0293,Saint Gabriel the Archangel Catholic School,Catholic,Elementary,English,B67091,Barrie,L4M7G4
714208,705-789-6481,Saint Mary's School,Catholic,Elementary,English,B67091,Huntsville,P1H1N1
516651,705-726-1221,Sister Catherine Donnelly Catholic School,Catholic,Elementary,English,B67091,Barrie,L4M6W2
685145,289-231-2085,St Angela Merici Catholic Elementary School,Catholic,Elementary,English,B67091,Bradford,L3Z3H9
770655,705-549-3101,St Ann's Separate School,Catholic,Elementary,English,B67091,Penetanguishene,L9M1J2
775061,705-534-3391,St Antoine Daniel Catholic School,Catholic,Elementary,English,B67091,Victoria Harbour,L0K2A0
777935,705-733-0459,St Bernadette Elementary School,Catholic,Elementary,English,B67091,Barrie,L4N8R6
779849,705-326-2331,St Bernard's Separate School,Catholic,Elementary,English,B67091,Orillia,L3V1H6
781487,705-728-7301,St Catherine of Siena School,Catholic,Elementary,English,B67091,Barrie,L4N0A6
782130,905-775-6762,St Charles School,Catholic,Elementary,English,B67091,Bradford,L3Z4B4
786691,705-646-8772,St Dominic Catholic Secondary School,Catholic,Secondary,English,B67091,Bracebridge,P1L0A1
790044,705-431-5711,St Francis of Assisi Elementary School,Catholic,Elementary,English,B67091,Innisfil,L9S1W2
798436,905-936-4191,St James Separate School,Catholic,Elementary,English,B67091,Tottenham,L0G1W0
809179,905-775-8460,St Jean de Brebeuf Separate School,Catholic,Elementary,English,B67091,Bradford,L3Z2K3
801275,705-721-0398,St Joan of Arc High School,Catholic,Secondary,English,B67091,Barrie,L4N9C2
805840,705-726-6782,St John Vianney Separate School,Catholic,Elementary,English,B67091,Barrie,L4N3G7
813389,705-728-3120,St Joseph's Separate School,Catholic,Secondary,English,B67091,Barrie,L4M6L1
822566,705-726-5849,St Marguerite d'Youville Elementary School,Catholic,Elementary,English,B67091,Barrie,L4N7H6
828335,705-726-1843,St Marys - Barrie Separate School,Catholic,Elementary,English,B67091,Barrie,L4N6J8
829374,705-445-6132,St Marys - Collingwood Separate School,Catholic,Elementary,English,B67091,Collingwood,L9Y0G2
833061,705-733-9611,St Michael the Archangel Catholic Elementary School,Catholic,Elementary,English,B67091,Barrie,L4N8A2
835749,705-726-8221,St Monicas Separate School,Catholic,Elementary,English,B67091,Barrie,L4M2E9
836320,705-737-9082,St Nicholas School,Catholic,Elementary,English,B67091,Barrie,L4N8E1
837199,705-429-1081,St Noel Chabanel Catholic Elementary School,Catholic,Elementary,English,B67091,Wasaga Beach,L9Z1P3
840815,705-435-7211,St Paul's Separate School,Catholic,Elementary,English,B67091,Alliston,L9R0G5
843342,705-746-7196,St Peter the Apostle School,Catholic,Elementary,English,B67091,Parry Sound,P2A0A8
844012,705-734-0168,St Peter's Secondary School,Catholic,Secondary,English,B67091,Barrie,L4N6A3
852775,705-526-1311,St Theresa's Separate School,Catholic,Secondary,English,B67091,Midland,L4R5B2
773050,905-936-4743,St Thomas Aquinas Catholic Secondary School,Catholic,Secondary,English,B67091,Tottenham,L0G1W0
750905,705-722-0212,St. John Paul II Separate School,Catholic,Elementary,English,B67091,Barrie,L4N6A3
824690,905-775-3492,St. Marie of the Incarnation Separate School,Catholic,Elementary,English,B67091,Bradford,L3Z1C4
733199,905-778-0617,St. Teresa of Calcutta Catholic School,Catholic,Elementary,English,B67091,Bradford,L3Z2Z7
868914,705-728-2302,The Good Shepherd Catholic School,Catholic,Elementary,English,B67091,Barrie,L4N7Y3
697567,519-627-6745,Christ the King Catholic School,Catholic,Elementary,English,B67040,Wallaceburg,N8A2B9
708003,519-354-6550,Georges P Vanier Catholic School,Catholic,Elementary,English,B67040,Chatham,N7M2C3
842249,519-692-3644,Good Shepherd Catholic School,Catholic,Elementary,English,B67040,Thamesville,N0P2K0
710970,519-542-8190,Gregory A Hogan Catholic School,Catholic,Elementary,English,B67040,Sarnia,N7S6G9
715492,519-627-6003,Holy Family Catholic School,Catholic,Elementary,English,B67040,Wallaceburg,N8A1W1
719269,519-845-3471,Holy Rosary Catholic School,Catholic,Elementary,English,B67040,Wyoming,N0N1T0
767339,519-344-2110,Holy Trinity Catholic School,Catholic,Elementary,English,B67040,Sarnia,N7S0C3
724009,519-352-1880,Monsignor Uyen Catholic School,Catholic,Elementary,English,B67040,Chatham,N7L1G9
743984,519-351-4040,Our Lady of Fatima Catholic School,Catholic,Elementary,English,B67040,Chatham,N7L5A9
757748,519-344-1601,Sacred Heart Catholic School,Catholic,Elementary,English,B67040,Sarnia,N7V3J1
758108,519-677-5391,Sacred Heart Catholic School,Catholic,Elementary,English,B67040,Port Lambton,N0P2B0
765155,519-354-0530,St Agnes Catholic School,Catholic,Elementary,English,B67040,Chatham,N7L1L5
770671,519-542-2710,St Anne Catholic School,Catholic,Elementary,English,B67040,Sarnia,N7S6K3
771295,519-676-7352,St Anne Catholic School,Catholic,Elementary,English,B67040,Blenheim,N0P1A0
788813,519-627-6331,St Elizabeth Catholic School,Catholic,Elementary,English,B67040,Wallaceburg,N8A3K4
803375,519-786-5201,St John Fisher Catholic School,Catholic,Elementary,English,B67040,Forest,N0N1J0
809233,519-862-1479,St Joseph Catholic School,Catholic,Elementary,English,B67040,Corunna,N0N1G0
811432,519-682-2790,St Joseph Catholic School,Catholic,Elementary,English,B67040,Tilbury,N0P2L0
773757,519-332-4300,St Matthew Catholic School,Catholic,Elementary,English,B67040,Sarnia,N7T4H3
833142,519-674-3475,St Michael Catholic School,Catholic,Elementary,English,B67040,Ridgetown,N0P2C0
834602,519-869-4204,St Michael Catholic School,Catholic,Elementary,English,B67040,Bright's Grove,N0N1C0
836788,519-332-3976,St Patrick's Catholic High School,Catholic,Secondary,English,B67040,Sarnia,N7S6K2
843415,519-876-3018,St Peter Canisius Catholic School,Catholic,Elementary,English,B67040,Watford,N0M2S0
846015,519-882-1520,St Philip Catholic School,Catholic,Elementary,English,B67040,Petrolia,N0N1R0
856800,519-352-3620,St Ursula Catholic School,Catholic,Elementary,English,B67040,Chatham,N7M2W3
857971,519-354-4066,St Vincent Catholic School,Catholic,Elementary,English,B67040,Chatham,N7M5J7
690762,519-397-2062,St. Angela Merici Catholic School,Catholic,Elementary,English,B67040,Chatham,N7L5P7
864366,519-351-2987,Ursuline College Chatham Catholic Secondary School,Catholic,Secondary,English,B67040,Chatham,N7L1B6
689351,705-969-2212,Bishop Alexander Carter Catholic Secondary School,Catholic,Secondary,English,B29033,Hanmer,P3P1E6
869673,,Holy Cross Catholic School School,Catholic,Elementary,English,B29033,SUDBURY,P3E4X5
701745,705-470-5123,Holy Trinity School,Catholic,Elementary,English,B29033,Sudbury,P3A0C1
721212,705-897-4483,Immaculate Conception Catholic School,Catholic,Elementary,English,B29033,Val Caron,P3N1C5
730963,705-674-4231,Marymount Academy Catholic School,Catholic,Secondary,English,B29033,Sudbury,P3C5E7
730971,705-674-4231,Marymount Elementary Academy,Catholic,Elementary,English,B29033,Sudbury,P3C5E7
750336,705-566-6080,Pius XII Catholic School,Catholic,Elementary,English,B29033,Sudbury,P3B3P8
770744,705-969-2101,St Anne Separate School,Catholic,Elementary,English,B29033,Hanmer,P3P1M8
777196,705-523-9235,St Benedict Catholic Secondary School,Catholic,Secondary,English,B29033,Sudbury,P3E6K2
782181,705-855-4955,St Charles Catholic School,Catholic,Elementary,English,B29033,Chelmsford,P0M1L0
783358,705-566-9605,St Charles College,Catholic,Secondary,English,B29033,Sudbury,P3A1M8
785954,705-674-4096,St David Catholic School,Catholic,Elementary,English,B29033,Sudbury,P3C5A2
791075,705-674-0701,St Francis Catholic School,Catholic,Elementary,English,B29033,Sudbury,P3E4E2
798878,705-692-3974,St James Catholic School,Catholic,Elementary,English,B29033,Lively,P3Y1M8
804282,705-693-2213,St John Catholic School,Catholic,Elementary,English,B29033,Garson,P3L1T7
810525,705-287-2712,St Joseph Catholic School,Catholic,Elementary,English,B29033,Killarney,P0M2A0
822744,705-853-4535,St Mark Catholic School,Catholic,Elementary,English,B29033,Markstay,P0M2G0
746827,705-694-4482,St Paul the Apostle Catholic School,Catholic,Elementary,English,B29033,Coniston,P0M1M0
757127,705-523-9235,St. Benedict Elementary Catholic School,Catholic,Elementary,English,B29033,Sudbury,P3E6K2
830399,705-566-9605,St. Charles College Elementary,Catholic,Elementary,English,B29033,Sudbury,P3A1M8
714194,807-824-2553,Holy Angels Separate School,Catholic,Elementary,English,B29076,Schreiber,P0T2S0
719994,807-229-1121,Holy Saviour,Catholic,Elementary,English,B29076,Marathon,P0T2E0
742660,807-876-2213,Our Lady of Fatima Separate School,Catholic,Elementary,English,B29076,Longlac,P0T2A0
745782,807-826-3521,Our Lady of Lourdes School,Catholic,Elementary,English,B29076,Manitouwadge,P0T2C0
780626,807-329-5375,St Brigid Separate School,Catholic,Elementary,English,B29076,Nakina,P0T2H0
788031,807-887-2810,St Edward School,Catholic,Elementary,English,B29076,Nipigon,P0T2J0
797260,807-886-2661,St Hilary School,Catholic,Elementary,English,B29076,Red Rock,P0T2P0
808571,807-854-0811,St Joseph Separate School,Catholic,Elementary,English,B29076,Geraldton,P0T1M0
824046,807-825-3255,St Martin Catholic School,Catholic,Elementary,English,B29076,Terrace Bay,P0T2W0
214574,807-854-1683,B A Parker Public School,Public,Elementary,English,B28070,Geraldton,P0T1M0
37770,807-875-2128,Beardmore Public School,Public,Elementary,English,B28070,Beardmore,P0T1G0
142689,807-857-2313,Dorion Public School,Public,Elementary,English,B28070,Dorion,P0T1K0
385131,807-887-2107,George O'Neill Public School,Public,Elementary,English,B28070,Nipigon,P0T2J0
912565,807-854-0130,Geraldton Composite School,Public,Secondary,English,B28070,Geraldton,P0T1M0
940666,807-825-3271,Lake Superior High School,Public,Secondary,English,B28070,Terrace Bay,P0T2W0
924652,807-826-3241,Manitouwadge High School,Public,Secondary,English,B28070,Manitouwadge,P0T2C0
332097,807-826-4011,Manitouwadge Public School,Public,Elementary,English,B28070,Manitouwadge,P0T2C0
924784,807-229-1800,Marathon High School,Public,Secondary,English,B28070,Marathon,P0T2E0
338010,807-229-3050,Margaret Twomey Public School,Public,Elementary,English,B28070,Marathon,P0T2E0
320650,807-876-2366,Marjorie Mills Public School,Public,Elementary,English,B28070,Longlac,P0T2A0
382795,807-329-5356,Nakina Public School,Public,Elementary,English,B28070,Nakina,P0T2H0
929336,807-886-2201,Nipigon Red Rock District High School,Public,Secondary,English,B28070,Red Rock,P0T2P0
502006,807-824-2082,Schreiber Public School,Public,Elementary,English,B28070,Schreiber,P0T2S0
550884,807-825-3253,Terrace Bay Public School,Public,Elementary,English,B28070,Terrace Bay,P0T2W0
890073,519-452-2600,A B Lucas Secondary School,Public,Secondary,English,B66044,London,N5X1L8
540,519-283-1098,A J Baker Public School,Public,Elementary,English,B66044,Kintore,N0M2C0
1503,519-452-8010,Aberdeen Public School,Public,Elementary,English,B66044,London,N6B1H8
2542,519-247-3369,Adelaide - W G MacDonald Public School,Public,Elementary,English,B66044,Strathroy,N7G3H6
7358,519-785-0811,Aldborough Public School,Public,Elementary,English,B66044,Rodney,N0L2C0
11576,519-421-2219,Algonquin Public School,Public,Elementary,English,B66044,Woodstock,N4T1R8
11622,519-688-3498,Annandale Public School,Public,Elementary,English,B66044,Tillsonburg,N4G3A1
23990,519-452-8020,Arthur Ford Public School,Public,Elementary,English,B66044,London,N6J2Y4
612766,519-452-8030,Arthur Stringer Public School,Public,Elementary,English,B66044,London,N6C2Y5
892670,519-631-3770,Arthur Voaden Secondary School,Public,Secondary,English,B66044,St Thomas,N5P2X5
26395,519-452-8040,Ashley Oaks Public School,Public,Elementary,English,B66044,London,N6E3W2
947148,519-452-2880,B Davison Secondary School Secondary School,Public,Secondary,English,B66044,London,N5Z1E6
467572,,Blenheim District Public School,Public,Elementary,English,B66044,Drumbo,N0J1G0
55611,519-452-8060,Bonaventure Meadows Public School,Public,Elementary,English,B66044,London,N5V4S6
72095,519-452-8080,Byron Northview Public School,Public,Elementary,English,B66044,London,N6K1E1
58416,519-452-8090,Byron Somerset Public School,Public,Elementary,English,B66044,London,N6K4C6
72222,519-452-8100,Byron Southwood Public School,Public,Elementary,English,B66044,London,N6K3R6
72613,519-452-8110,C C Carrothers Public School,Public,Elementary,English,B66044,London,N5Z3G2
82880,519-245-2085,Caradoc North School,Public,Elementary,English,B66044,Strathroy,N7G3H3
82759,519-264-1630,Caradoc Public School,Public,Elementary,English,B66044,Mount Brydges,N0L1W0
136020,519-457-6059,Cedar Hollow Public School,Public,Elementary,English,B66044,LOndon,N5X0C4
320005,519-660-8193,Centennial Central School,Public,Elementary,English,B66044,Arva,N0M1C0
899305,519-631-4460,Central Elgin Collegiate Institute,Public,Secondary,English,B66044,St Thomas,N5R2B5
98876,519-537-5362,Central Public School,Public,Elementary,English,B66044,Woodstock,N4S4G4
106526,519-452-8120,Chippewa Public School,Public,Elementary,English,B66044,London,N5V2T6
108103,519-452-8130,Clara Brenton Public School,Public,Elementary,English,B66044,London,N6H3X8
901644,519-452-2640,Clarke Road Secondary School,Public,Secondary,English,B66044,London,N5W5N4
111406,519-452-8140,Cleardale Public School,Public,Elementary,English,B66044,London,N6C3W4
902420,519-539-0020,College Avenue Secondary School,Public,Secondary,English,B66044,Woodstock,N4S2C8
134236,519-773-9216,Davenport Public School,Public,Elementary,English,B66044,Aylmer,N5H2N8
136182,519-652-5371,Delaware Central School,Public,Elementary,English,B66044,Delaware,N0L1E0
155810,519-762-2419,Dunwich-Dutton Public School,Public,Elementary,English,B66044,Dutton,N0L1J0
430242,519-452-8460,Eagle Heights Public School,Public,Elementary,English,B66044,London,N6H1S9
157244,519-452-8150,Ealing Public School,Public,Elementary,English,B66044,London,N5Z1V5
49603,519-452-8050,East Carling Public School,Public,Elementary,English,B66044,London,N5Y1X4
906581,519-773-3174,East Elgin Secondary School,Public,Secondary,English,B66044,Aylmer,N5H1K6
160210,519-467-5243,East Oxford Public School,Public,Elementary,English,B66044,Woodstock,N4S7V8
162221,519-232-4505,East Williams Memorial Public School,Public,Elementary,English,B66044,Ailsa Craig,N0M1A0
163740,519-537-2652,Eastdale Public School,Public,Elementary,English,B66044,Woodstock,N4S4A2
167738,519-287-3330,Ekcoe Central School,Public,Elementary,English,B66044,Glencoe,N0L1M0
170500,519-631-7118,Elgin Court Public School,Public,Elementary,English,B66044,St Thomas,N5R4P5
179752,519-452-8160,Emily Carr Public School,Public,Elementary,English,B66044,London,N6G2H5
137743,519-468-0201,Emily Stowe Public School,Public,Elementary,English,B66044,Norwich,N0J1P0
589890,519-452-2000,Eva Circe-Cote French Immersion Public School,Public,Elementary,English,B66044,St Thomas,N5P3S8
190268,519-452-8180,Evelyn Harrison Public School,Public,Elementary,English,B66044,London,N5V2M8
191825,519-452-8200,Fairmont Public School,Public,Elementary,English,B66044,London,N5W1A6
201529,519-631-3563,Forest Park Public School,Public,Elementary,English,B66044,St Thomas,N5R2K5
203521,519-452-8190,Franklin D Roosevelt Public School,Public,Elementary,English,B66044,London,N5V2B7
911259,,G A Wheable Secondary School,Public,Secondary,English,B66044,London,N5Z3P7
217174,519-452-8210,Glen Cairn Public School,Public,Elementary,English,B66044,London,N5Z3Y5
912824,519-287-3310,Glencoe District High School,Public,Secondary,English,B66044,Glencoe,N0L1M0
912956,519-842-4207,Glendale High School,Public,Secondary,English,B66044,Tillsonburg,N4G1J6
914908,519-452-2700,H B Beal Secondary School,Public,Secondary,English,B66044,London,N6B1W5
245038,519-485-1600,Harrisfield Public School,Public,Elementary,English,B66044,Ingersoll,N5C3M8
255300,519-462-2415,Hickson Central Public School,Public,Elementary,English,B66044,Hickson,N0J1L0
257737,519-452-8220,Hillcrest Public School,Public,Elementary,English,B66044,London,N5Y4P7
918024,519-537-2347,Huron Park Secondary School,Public,Secondary,English,B66044,Woodstock,N4S5B5
918156,519-485-1200,Ingersoll District Collegiate Institute,Public,Secondary,English,B66044,Ingersoll,N5C1N1
275514,519-469-3698,Innerkip Central School,Public,Elementary,English,B66044,Innerkip,N0J1M0
133006,,J. S. Buchanan French Immersion Public School,Public,Elementary,English,B66044,Strathroy,N7G1E2
280810,519-452-8240,Jack Chambers Public School,Public,Elementary,English,B66044,London,N5X3E3
522619,519-452-8250,Jeanne-Sauvé Public School,Public,Elementary,English,B66044,London,N6H2B6
283410,519-452-8260,John Dearness Public School,Public,Elementary,English,B66044,London,N6H3W6
560766,519-452-8270,John P Robarts Public School,Public,Elementary,English,B66044,London,N5V1B1
302664,519-633-1611,John Wise Public School,Public,Elementary,English,B66044,St. Thomas,N5R3T9
166600,519-631-5010,June Rose Callwood Public School,Public,Elementary,English,B66044,St Thomas,N5P1Y7
289710,519-452-8280,Kensal Park Public School,Public,Elementary,English,B66044,London,N6J1G5
451436,519-782-3983,Kettle Creek Public School,Public,Elementary,English,B66044,Port Stanley,N5L1B6
302716,519-452-8290,Knollwood Park Public School,Public,Elementary,English,B66044,London,N5Y2B1
469,519-652-2050,Lambeth Public School,Public,Elementary,English,B66044,London,N6P1A4
